AuthorName,BookTitle,AuthorEmail,AuthorNameSourceURL,BookTitleSourceURL,AuthorEmailSourceURL,AuthorEmailProofSnippet,AuthorWebsite,ContactPageURL,SubscribeURL,Location,SourceURL,SourceTitle,SourceSnippet,IndieProofURL,IndieProofSnippet,ListingURL,ListingStatus,ListingFailReason,RecencyProofURL,RecencyProofSnippet
M.S. Olney,+5,,https://msolney.com/,https://msolney.com/,,,https://msolney.com,https://msolney.com/contact,,Unknown,https://www.epicindie.net/authordirectory,M.S. OLNEY,M.S. OLNEY The website of indie scifi and fantasy author and EPIC founder M.S. Olney. Author of the Sundered Crown Saga and the Empowered Ones series plus much more! Visit,https://msolney.com/,"ator, Matthew delves into his imagination to create new worlds and stories. Substack Epic Indie BookBub Amazon Goodreads Books View All View More View More Previous Next Series +5 The S",,missing,no_listing_candidate,https://msolney.com/,"eting noise is stripped away. Paid subscribers get deeper access, early... Read More Blog February 24, 2026 A review of my 2025 and what's to come! With 2025 now behind us, it feels like the right "
R.M. Garino,THE BIRTH OF THE CHAOS SERIES,,https://www.epicindie.net/authordirectory,https://www.rmgarino.com,,,https://www.rmgarino.com,https://www.rmgarino.com/contact,https://www.rmgarino.com/about-the-newsletter,Unknown,https://www.epicindie.net/authordirectory,R.M. Garino,"R.M. Garino The Website of Indie Fantasy Author R.M. Garino; Creator of the Chaos Of Souls Series - Where Monsters, Magic, & Mayhem reign! Visit",https://www.epicindie.net/authordirectory,"R.M. Garino R.M. Garino The Website of Indie Fantasy Author R.M. Garino; Creator of the Chaos Of Souls Series - Where Monsters, Magic,",,missing,no_listing_candidate,https://www.rmgarino.com,Fantasy Author | R.M. Garino | top of page Gain access to our monthly fantasy ebook giveaways Join HOME ABOUT THE BIRTH OF THE CHAOS SERIES OVERVIEW OF THE SERIES THE NEWSLETTER CO
